t,C,f_share,run
123,0.0,0.0,97
124,0.0,0.0,97
125,0.0,0.0,97
126,0.0,0.0,97
127,0.0,0.0,97
128,0.0,0.0,97
129,0.0,0.0,97
130,0.0,0.0,97
131,0.0,0.0,97
132,0.0,0.0,97
133,0.0,0.0,97
134,0.0,0.0,97
135,0.0,0.0,97
136,0.0,0.0,97
137,0.0,0.0,97
138,0.0,0.0,97
139,0.0,0.0,97
140,0.0,0.0,97
141,0.0,0.0,97
142,0.0,0.0,97
143,0.0,0.0,97
144,0.0,0.0,97
145,0.0,0.0,97
146,0.0,0.0,97
147,0.0,0.0,97
148,0.0,0.0,97
149,0.0,0.0,97
150,0.0,0.0,97
151,0.0,0.0,97
152,0.0,0.0,97
153,0.0,0.0,97
154,0.0,0.0,97
155,0.0,0.0,97
156,0.0,0.0,97
157,0.0,0.0,97
158,0.0,0.0,97
159,0.0,0.0,97
160,0.0,0.0,97
161,0.0,0.0,97
162,0.0,0.0,97
163,0.0,0.0,97
164,0.0,0.0,97
165,0.0,0.0,97
166,0.0,0.0,97
167,0.0,0.0,97
168,0.0,0.0,97
169,0.0,0.0,97
170,0.0,0.0,97
171,0.0,0.0,97
172,0.0,0.0,97
173,0.0,0.0,97
174,0.0,0.0,97
175,0.0,0.0,97
176,0.0,0.0,97
177,0.0,0.0,97
178,0.0,0.0,97
179,0.0,0.0,97
180,0.0,0.0,97
181,0.0,0.0,97
182,0.0,0.0,97
183,0.0,0.0,97
184,0.0,0.0,97
185,0.0,0.0,97
186,0.0,0.0,97
187,0.0,0.0,97
188,0.0,0.0,97
189,0.0,0.0,97
190,0.0,0.0,97
191,0.0,0.0,97
192,0.0,0.0,97
193,0.0,0.0,97
194,0.0,0.0,97
195,0.0,0.0,97
196,0.0,0.0,97
197,0.0,0.0,97
198,0.0,0.0,97
199,0.0,0.0,97
200,0.0,0.0,97
201,0.0,0.0,97
202,0.0,0.0,97
203,0.0,0.0,97
204,0.0,0.0,97
205,0.0,0.0,97
206,0.0,0.0,97
207,0.0,0.0,97
208,0.0,0.0,97
209,0.0,0.0,97
210,0.0,0.0,97
211,0.0,0.0,97
212,0.0,0.0,97
213,0.0,0.0,97
214,0.0,0.0,97
215,0.0,0.0,97
216,0.0,0.0,97
217,0.0,0.0,97
218,0.0,0.0,97
219,0.0,0.0,97
220,0.0,0.0,97
221,0.0,0.0,97
222,0.0,0.0,97
223,0.0,0.0,97
224,0.0,0.0,97
225,0.0,0.0,97
226,0.0,0.0,97
227,0.0,0.0,97
228,0.0,0.0,97
229,0.0,0.0,97
230,0.0,0.0,97
231,0.0,0.0,97
232,0.0,0.0,97
233,0.0,0.0,97
234,0.0,0.0,97
235,0.0,0.0,97
236,0.0,0.0,97
237,0.0,0.0,97
238,0.0,0.0,97
239,0.0,0.0,97
240,0.0,0.0,97
241,0.0,0.0,97
242,0.0,0.0,97
243,0.0,0.0,97
244,0.0,0.0,97
245,0.0,0.0,97
246,0.0,0.0,97
247,0.0,0.0,97
248,0.0,0.0,97
249,0.0,0.0,97
250,0.0,0.0,97
251,0.0,0.0,97
252,0.0,0.0,97
253,0.0,0.0,97
254,0.0,0.0,97
255,0.0,0.0,97
256,0.0,0.0,97
257,0.0,0.0,97
258,0.0,0.0,97
259,0.0,0.0,97
260,0.0,0.0,97
261,0.0,0.0,97
262,0.0,0.0,97
263,0.0,0.0,97
264,0.0,0.0,97
265,0.0,0.0,97
266,0.0,0.0,97
267,0.0,0.0,97
268,0.0,0.0,97
269,0.0,0.0,97
270,0.0,0.0,97
271,0.0,0.0,97
272,0.0,0.0,97
273,0.0,0.0,97
274,0.0,0.0,97
275,0.0,0.0,97
276,0.0,0.0,97
277,0.0,0.0,97
278,0.0,0.0,97
279,0.0,0.0,97
280,0.0,0.0,97
281,0.0,0.0,97
282,0.0,0.0,97
283,0.0,0.0,97
284,0.0,0.0,97
285,0.0,0.0,97
286,0.0,0.0,97
287,0.0,0.0,97
288,0.0,0.0,97
289,0.0,0.0,97
290,0.0,0.0,97
291,0.0,0.0,97
292,0.0,0.0,97
293,0.0,0.0,97
294,0.0,0.0,97
295,0.0,0.0,97
296,0.0,0.0,97
297,0.0,0.0,97
298,0.0,0.0,97
299,0.0,0.0,97
300,0.0,0.0,97
301,0.0,0.0,97
302,0.0,0.0,97
303,0.0,0.0,97
304,0.0,0.0,97
305,0.0,0.0,97
306,0.0,0.0,97
307,0.0,0.0,97
308,0.0,0.0,97
309,0.0,0.0,97
310,0.0,0.0,97
311,0.0,0.0,97
312,0.0,0.0,97
313,0.0,0.0,97
314,0.0,0.0,97
315,0.0,0.0,97
316,0.0,0.0,97
317,0.0,0.0,97
318,0.0,0.0,97
319,0.0,0.0,97
320,0.0,0.0,97
321,0.0,0.0,97
322,0.0,0.0,97
323,0.0,0.0,97
324,0.0,0.0,97
325,0.0,0.0,97
326,0.0,0.0,97
327,0.0,0.0,97
328,0.0,0.0,97
329,0.0,0.0,97
330,0.0,0.0,97
331,0.0,0.0,97
332,0.0,0.0,97
333,0.0,0.0,97
334,0.0,0.0,97
335,0.0,0.0,97
336,0.0,0.0,97
337,0.0,0.0,97
338,0.0,0.0,97
339,0.0,0.0,97
340,0.0,0.0,97
341,0.0,0.0,97
342,0.0,0.0,97
343,0.0,0.0,97
344,0.0,0.0,97
345,0.0,0.0,97
346,0.0,0.0,97
347,0.0,0.0,97
348,0.0,0.0,97
349,0.0,0.0,97
350,0.0,0.0,97
351,0.0,0.0,97
352,0.0,0.0,97
353,0.0,0.0,97
354,0.0,0.0,97
355,0.0,0.0,97
356,0.0,0.0,97
357,0.0,0.0,97
358,0.0,0.0,97
359,0.0,0.0,97
360,0.0,0.0,97
361,0.0,0.0,97
362,0.0,0.0,97
363,0.0,0.0,97
364,0.0,0.0,97
0,0.5,0.0,98
1,0.46,0.0,98
2,0.36,0.0,98
3,0.26,0.0,98
4,0.0,0.0,98
5,0.0,0.0,98
6,0.0,0.0,98
7,0.0,0.0,98
8,0.0,0.0,98
9,0.0,0.0,98
10,0.0,0.0,98
11,0.0,0.0,98
12,0.0,0.0,98
13,0.0,0.0,98
14,0.0,0.0,98
15,0.0,0.0,98
16,0.0,0.0,98
17,0.0,0.0,98
18,0.0,0.0,98
19,0.0,0.0,98
20,0.0,0.0,98
21,0.0,0.0,98
22,0.0,0.0,98
23,0.0,0.0,98
24,0.0,0.0,98
25,0.0,0.0,98
26,0.0,0.0,98
27,0.0,0.0,98
28,0.0,0.0,98
29,0.0,0.0,98
30,0.0,0.0,98
31,0.0,0.0,98
32,0.0,0.0,98
33,0.0,0.0,98
34,0.0,0.0,98
35,0.0,0.0,98
36,0.0,0.0,98
37,0.0,0.0,98
38,0.0,0.0,98
39,0.0,0.0,98
40,0.0,0.0,98
41,0.0,0.0,98
42,0.0,0.0,98
43,0.0,0.0,98
44,0.0,0.0,98
45,0.0,0.0,98
46,0.0,0.0,98
47,0.0,0.0,98
48,0.0,0.0,98
49,0.0,0.0,98
50,0.0,0.0,98
51,0.0,0.0,98
52,0.0,0.0,98
53,0.0,0.0,98
54,0.0,0.0,98
55,0.0,0.0,98
56,0.0,0.0,98
57,0.0,0.0,98
58,0.0,0.0,98
59,0.0,0.0,98
60,0.0,0.0,98
61,0.0,0.0,98
62,0.0,0.0,98
63,0.0,0.0,98
64,0.0,0.0,98
65,0.0,0.0,98
66,0.0,0.0,98
67,0.0,0.0,98
68,0.0,0.0,98
69,0.0,0.0,98
70,0.0,0.0,98
71,0.0,0.0,98
72,0.0,0.0,98
73,0.0,0.0,98
74,0.0,0.0,98
75,0.0,0.0,98
76,0.0,0.0,98
77,0.0,0.0,98
78,0.0,0.0,98
79,0.0,0.0,98
80,0.0,0.0,98
81,0.0,0.0,98
82,0.0,0.0,98
83,0.0,0.0,98
84,0.0,0.0,98
85,0.0,0.0,98
86,0.0,0.0,98
87,0.0,0.0,98
88,0.0,0.0,98
89,0.0,0.0,98
90,0.0,0.0,98
91,0.0,0.0,98
92,0.0,0.0,98
93,0.0,0.0,98
94,0.0,0.0,98
95,0.0,0.0,98
96,0.0,0.0,98
97,0.0,0.0,98
98,0.0,0.0,98
99,0.0,0.0,98
100,0.0,0.0,98
101,0.0,0.0,98
102,0.0,0.0,98
103,0.0,0.0,98
104,0.0,0.0,98
105,0.0,0.0,98
106,0.0,0.0,98
107,0.0,0.0,98
108,0.0,0.0,98
109,0.0,0.0,98
110,0.0,0.0,98
111,0.0,0.0,98
112,0.0,0.0,98
113,0.0,0.0,98
114,0.0,0.0,98
115,0.0,0.0,98
116,0.0,0.0,98
117,0.0,0.0,98
118,0.0,0.0,98
119,0.0,0.0,98
120,0.0,0.0,98
121,0.0,0.0,98
122,0.0,0.0,98
123,0.0,0.0,98
124,0.0,0.0,98
125,0.0,0.0,98
126,0.0,0.0,98
127,0.0,0.0,98
128,0.0,0.0,98
129,0.0,0.0,98
130,0.0,0.0,98
131,0.0,0.0,98
132,0.0,0.0,98
133,0.0,0.0,98
134,0.0,0.0,98
135,0.0,0.0,98
136,0.0,0.0,98
137,0.0,0.0,98
138,0.0,0.0,98
139,0.0,0.0,98
140,0.0,0.0,98
141,0.0,0.0,98
142,0.0,0.0,98
143,0.0,0.0,98
144,0.0,0.0,98
145,0.0,0.0,98
146,0.0,0.0,98
147,0.0,0.0,98
148,0.0,0.0,98
149,0.0,0.0,98
150,0.0,0.0,98
151,0.0,0.0,98
152,0.0,0.0,98
153,0.0,0.0,98
154,0.0,0.0,98
155,0.0,0.0,98
156,0.0,0.0,98
157,0.0,0.0,98
158,0.0,0.0,98
159,0.0,0.0,98
160,0.0,0.0,98
161,0.0,0.0,98
162,0.0,0.0,98
163,0.0,0.0,98
164,0.0,0.0,98
165,0.0,0.0,98
166,0.0,0.0,98
167,0.0,0.0,98
168,0.0,0.0,98
169,0.0,0.0,98
170,0.0,0.0,98
171,0.0,0.0,98
172,0.0,0.0,98
173,0.0,0.0,98
174,0.0,0.0,98
175,0.0,0.0,98
176,0.0,0.0,98
177,0.0,0.0,98
178,0.0,0.0,98
179,0.0,0.0,98
180,0.0,0.0,98
181,0.0,0.0,98
182,0.0,0.0,98
183,0.0,0.0,98
184,0.0,0.0,98
185,0.0,0.0,98
186,0.0,0.0,98
187,0.0,0.0,98
188,0.0,0.0,98
189,0.0,0.0,98
190,0.0,0.0,98
191,0.0,0.0,98
192,0.0,0.0,98
193,0.0,0.0,98
194,0.0,0.0,98
195,0.0,0.0,98
196,0.0,0.0,98
197,0.0,0.0,98
198,0.0,0.0,98
199,0.0,0.0,98
200,0.0,0.0,98
201,0.0,0.0,98
202,0.0,0.0,98
203,0.0,0.0,98
204,0.0,0.0,98
205,0.0,0.0,98
206,0.0,0.0,98
207,0.0,0.0,98
208,0.0,0.0,98
209,0.0,0.0,98
210,0.0,0.0,98
211,0.0,0.0,98
212,0.0,0.0,98
213,0.0,0.0,98
214,0.0,0.0,98
215,0.0,0.0,98
216,0.0,0.0,98
217,0.0,0.0,98
218,0.0,0.0,98
219,0.0,0.0,98
220,0.0,0.0,98
221,0.0,0.0,98
222,0.0,0.0,98
223,0.0,0.0,98
224,0.0,0.0,98
225,0.0,0.0,98
226,0.0,0.0,98
227,0.0,0.0,98
228,0.0,0.0,98
229,0.0,0.0,98
230,0.0,0.0,98
231,0.0,0.0,98
232,0.0,0.0,98
233,0.0,0.0,98
234,0.0,0.0,98
235,0.0,0.0,98
236,0.0,0.0,98
237,0.0,0.0,98
238,0.0,0.0,98
239,0.0,0.0,98
240,0.0,0.0,98
241,0.0,0.0,98
242,0.0,0.0,98
243,0.0,0.0,98
244,0.0,0.0,98
245,0.0,0.0,98
246,0.0,0.0,98
247,0.0,0.0,98
248,0.0,0.0,98
249,0.0,0.0,98
250,0.0,0.0,98
251,0.0,0.0,98
252,0.0,0.0,98
253,0.0,0.0,98
254,0.0,0.0,98
255,0.0,0.0,98
256,0.0,0.0,98
257,0.0,0.0,98
258,0.0,0.0,98
259,0.0,0.0,98
260,0.0,0.0,98
261,0.0,0.0,98
262,0.0,0.0,98
263,0.0,0.0,98
264,0.0,0.0,98
265,0.0,0.0,98
266,0.0,0.0,98
267,0.0,0.0,98
268,0.0,0.0,98
269,0.0,0.0,98
270,0.0,0.0,98
271,0.0,0.0,98
272,0.0,0.0,98
273,0.0,0.0,98
274,0.0,0.0,98
275,0.0,0.0,98
276,0.0,0.0,98
277,0.0,0.0,98
278,0.0,0.0,98
279,0.0,0.0,98
280,0.0,0.0,98
281,0.0,0.0,98
282,0.0,0.0,98
283,0.0,0.0,98
284,0.0,0.0,98
285,0.0,0.0,98
286,0.0,0.0,98
287,0.0,0.0,98
288,0.0,0.0,98
289,0.0,0.0,98
290,0.0,0.0,98
291,0.0,0.0,98
292,0.0,0.0,98
293,0.0,0.0,98
294,0.0,0.0,98
295,0.0,0.0,98
296,0.0,0.0,98
297,0.0,0.0,98
298,0.0,0.0,98
299,0.0,0.0,98
300,0.0,0.0,98
301,0.0,0.0,98
302,0.0,0.0,98
303,0.0,0.0,98
304,0.0,0.0,98
305,0.0,0.0,98
306,0.0,0.0,98
307,0.0,0.0,98
308,0.0,0.0,98
309,0.0,0.0,98
310,0.0,0.0,98
311,0.0,0.0,98
312,0.0,0.0,98
313,0.0,0.0,98
314,0.0,0.0,98
315,0.0,0.0,98
316,0.0,0.0,98
317,0.0,0.0,98
318,0.0,0.0,98
319,0.0,0.0,98
320,0.0,0.0,98
321,0.0,0.0,98
322,0.0,0.0,98
323,0.0,0.0,98
324,0.0,0.0,98
325,0.0,0.0,98
326,0.0,0.0,98
327,0.0,0.0,98
328,0.0,0.0,98
329,0.0,0.0,98
330,0.0,0.0,98
331,0.0,0.0,98
332,0.0,0.0,98
333,0.0,0.0,98
334,0.0,0.0,98
335,0.0,0.0,98
336,0.0,0.0,98
337,0.0,0.0,98
338,0.0,0.0,98
339,0.0,0.0,98
340,0.0,0.0,98
341,0.0,0.0,98
342,0.0,0.0,98
343,0.0,0.0,98
344,0.0,0.0,98
345,0.0,0.0,98
346,0.0,0.0,98
347,0.0,0.0,98
348,0.0,0.0,98
349,0.0,0.0,98
350,0.0,0.0,98
351,0.0,0.0,98
352,0.0,0.0,98
353,0.0,0.0,98
354,0.0,0.0,98
355,0.0,0.0,98
356,0.0,0.0,98
357,0.0,0.0,98
358,0.0,0.0,98
359,0.0,0.0,98
360,0.0,0.0,98
361,0.0,0.0,98
362,0.0,0.0,98
363,0.0,0.0,98
364,0.0,0.0,98
0,0.44,0.0,99
1,0.28,0.0,99
2,0.18,0.0,99
3,0.0,0.0,99
4,0.0,0.0,99
5,0.0,0.0,99
6,0.0,0.0,99
7,0.0,0.0,99
8,0.0,0.0,99
9,0.0,0.0,99
10,0.0,0.0,99
11,0.0,0.0,99
12,0.0,0.0,99
13,0.0,0.0,99
14,0.0,0.0,99
15,0.0,0.0,99
16,0.0,0.0,99
17,0.0,0.0,99
18,0.0,0.0,99
19,0.0,0.0,99
20,0.0,0.0,99
21,0.0,0.0,99
22,0.0,0.0,99
23,0.0,0.0,99
24,0.0,0.0,99
25,0.0,0.0,99
26,0.0,0.0,99
27,0.0,0.0,99
28,0.0,0.0,99
29,0.0,0.0,99
30,0.0,0.0,99
31,0.0,0.0,99
32,0.0,0.0,99
33,0.0,0.0,99
34,0.0,0.0,99
35,0.0,0.0,99
36,0.0,0.0,99
37,0.0,0.0,99
38,0.0,0.0,99
39,0.0,0.0,99
40,0.0,0.0,99
41,0.0,0.0,99
42,0.0,0.0,99
43,0.0,0.0,99
44,0.0,0.0,99
45,0.0,0.0,99
46,0.0,0.0,99
47,0.0,0.0,99
48,0.0,0.0,99
49,0.0,0.0,99
50,0.0,0.0,99
51,0.0,0.0,99
52,0.0,0.0,99
53,0.0,0.0,99
54,0.0,0.0,99
55,0.0,0.0,99
56,0.0,0.0,99
57,0.0,0.0,99
58,0.0,0.0,99
59,0.0,0.0,99
60,0.0,0.0,99
61,0.0,0.0,99
62,0.0,0.0,99
63,0.0,0.0,99
64,0.0,0.0,99
65,0.0,0.0,99
66,0.0,0.0,99
67,0.0,0.0,99
68,0.0,0.0,99
69,0.0,0.0,99
70,0.0,0.0,99
71,0.0,0.0,99
72,0.0,0.0,99
73,0.0,0.0,99
74,0.0,0.0,99
75,0.0,0.0,99
76,0.0,0.0,99
77,0.0,0.0,99
78,0.0,0.0,99
79,0.0,0.0,99
80,0.0,0.0,99
81,0.0,0.0,99
82,0.0,0.0,99
83,0.0,0.0,99
84,0.0,0.0,99
85,0.0,0.0,99
86,0.0,0.0,99
87,0.0,0.0,99
88,0.0,0.0,99
89,0.0,0.0,99
90,0.0,0.0,99
91,0.0,0.0,99
92,0.0,0.0,99
93,0.0,0.0,99
94,0.0,0.0,99
95,0.0,0.0,99
96,0.0,0.0,99
97,0.0,0.0,99
98,0.0,0.0,99
99,0.0,0.0,99
100,0.0,0.0,99
101,0.0,0.0,99
102,0.0,0.0,99
103,0.0,0.0,99
104,0.0,0.0,99
105,0.0,0.0,99
106,0.0,0.0,99
107,0.0,0.0,99
108,0.0,0.0,99
109,0.0,0.0,99
110,0.0,0.0,99
111,0.0,0.0,99
112,0.0,0.0,99
113,0.0,0.0,99
114,0.0,0.0,99
115,0.0,0.0,99
116,0.0,0.0,99
117,0.0,0.0,99
118,0.0,0.0,99
119,0.0,0.0,99
120,0.0,0.0,99
121,0.0,0.0,99
122,0.0,0.0,99
123,0.0,0.0,99
124,0.0,0.0,99
125,0.0,0.0,99
126,0.0,0.0,99
127,0.0,0.0,99
128,0.0,0.0,99
129,0.0,0.0,99
130,0.0,0.0,99
131,0.0,0.0,99
132,0.0,0.0,99
133,0.0,0.0,99
134,0.0,0.0,99
135,0.0,0.0,99
136,0.0,0.0,99
137,0.0,0.0,99
138,0.0,0.0,99
139,0.0,0.0,99
140,0.0,0.0,99
141,0.0,0.0,99
142,0.0,0.0,99
143,0.0,0.0,99
144,0.0,0.0,99
145,0.0,0.0,99
146,0.0,0.0,99
147,0.0,0.0,99
148,0.0,0.0,99
149,0.0,0.0,99
150,0.0,0.0,99
151,0.0,0.0,99
152,0.0,0.0,99
153,0.0,0.0,99
154,0.0,0.0,99
155,0.0,0.0,99
156,0.0,0.0,99
157,0.0,0.0,99
158,0.0,0.0,99
159,0.0,0.0,99
160,0.0,0.0,99
161,0.0,0.0,99
162,0.0,0.0,99
163,0.0,0.0,99
164,0.0,0.0,99
165,0.0,0.0,99
166,0.0,0.0,99
167,0.0,0.0,99
168,0.0,0.0,99
169,0.0,0.0,99
170,0.0,0.0,99
171,0.0,0.0,99
172,0.0,0.0,99
173,0.0,0.0,99
174,0.0,0.0,99
175,0.0,0.0,99
176,0.0,0.0,99
177,0.0,0.0,99
178,0.0,0.0,99
179,0.0,0.0,99
180,0.0,0.0,99
181,0.0,0.0,99
182,0.0,0.0,99
183,0.0,0.0,99
184,0.0,0.0,99
185,0.0,0.0,99
186,0.0,0.0,99
187,0.0,0.0,99
188,0.0,0.0,99
189,0.0,0.0,99
190,0.0,0.0,99
191,0.0,0.0,99
192,0.0,0.0,99
193,0.0,0.0,99
194,0.0,0.0,99
195,0.0,0.0,99
196,0.0,0.0,99
197,0.0,0.0,99
198,0.0,0.0,99
199,0.0,0.0,99
200,0.0,0.0,99
201,0.0,0.0,99
202,0.0,0.0,99
203,0.0,0.0,99
204,0.0,0.0,99
205,0.0,0.0,99
206,0.0,0.0,99
207,0.0,0.0,99
208,0.0,0.0,99
209,0.0,0.0,99
210,0.0,0.0,99
211,0.0,0.0,99
212,0.0,0.0,99
213,0.0,0.0,99
214,0.0,0.0,99
215,0.0,0.0,99
216,0.0,0.0,99
217,0.0,0.0,99
218,0.0,0.0,99
219,0.0,0.0,99
220,0.0,0.0,99
221,0.0,0.0,99
222,0.0,0.0,99
223,0.0,0.0,99
224,0.0,0.0,99
225,0.0,0.0,99
226,0.0,0.0,99
227,0.0,0.0,99
228,0.0,0.0,99
229,0.0,0.0,99
230,0.0,0.0,99
231,0.0,0.0,99
232,0.0,0.0,99
233,0.0,0.0,99
234,0.0,0.0,99
235,0.0,0.0,99
236,0.0,0.0,99
237,0.0,0.0,99
238,0.0,0.0,99
239,0.0,0.0,99
240,0.0,0.0,99
241,0.0,0.0,99
242,0.0,0.0,99
243,0.0,0.0,99
244,0.0,0.0,99
245,0.0,0.0,99
246,0.0,0.0,99
247,0.0,0.0,99
248,0.0,0.0,99
249,0.0,0.0,99
250,0.0,0.0,99
251,0.0,0.0,99
252,0.0,0.0,99
253,0.0,0.0,99
254,0.0,0.0,99
255,0.0,0.0,99
256,0.0,0.0,99
257,0.0,0.0,99
258,0.0,0.0,99
259,0.0,0.0,99
260,0.0,0.0,99
261,0.0,0.0,99
262,0.0,0.0,99
263,0.0,0.0,99
264,0.0,0.0,99
265,0.0,0.0,99
266,0.0,0.0,99
267,0.0,0.0,99
268,0.0,0.0,99
269,0.0,0.0,99
270,0.0,0.0,99
271,0.0,0.0,99
272,0.0,0.0,99
273,0.0,0.0,99
274,0.0,0.0,99
275,0.0,0.0,99
276,0.0,0.0,99
277,0.0,0.0,99
278,0.0,0.0,99
279,0.0,0.0,99
280,0.0,0.0,99
281,0.0,0.0,99
282,0.0,0.0,99
283,0.0,0.0,99
284,0.0,0.0,99
285,0.0,0.0,99
286,0.0,0.0,99
287,0.0,0.0,99
288,0.0,0.0,99
289,0.0,0.0,99
290,0.0,0.0,99
291,0.0,0.0,99
292,0.0,0.0,99
293,0.0,0.0,99
294,0.0,0.0,99
295,0.0,0.0,99
296,0.0,0.0,99
297,0.0,0.0,99
298,0.0,0.0,99
299,0.0,0.0,99
300,0.0,0.0,99
301,0.0,0.0,99
302,0.0,0.0,99
303,0.0,0.0,99
304,0.0,0.0,99
305,0.0,0.0,99
306,0.0,0.0,99
307,0.0,0.0,99
308,0.0,0.0,99
309,0.0,0.0,99
310,0.0,0.0,99
311,0.0,0.0,99
312,0.0,0.0,99
313,0.0,0.0,99
314,0.0,0.0,99
315,0.0,0.0,99
316,0.0,0.0,99
317,0.0,0.0,99
318,0.0,0.0,99
319,0.0,0.0,99
320,0.0,0.0,99
321,0.0,0.0,99
322,0.0,0.0,99
323,0.0,0.0,99
324,0.0,0.0,99
325,0.0,0.0,99
326,0.0,0.0,99
327,0.0,0.0,99
328,0.0,0.0,99
329,0.0,0.0,99
330,0.0,0.0,99
331,0.0,0.0,99
332,0.0,0.0,99
333,0.0,0.0,99
334,0.0,0.0,99
335,0.0,0.0,99
336,0.0,0.0,99
337,0.0,0.0,99
338,0.0,0.0,99
339,0.0,0.0,99
340,0.0,0.0,99
341,0.0,0.0,99
342,0.0,0.0,99
343,0.0,0.0,99
344,0.0,0.0,99
345,0.0,0.0,99
346,0.0,0.0,99
347,0.0,0.0,99
348,0.0,0.0,99
349,0.0,0.0,99
350,0.0,0.0,99
351,0.0,0.0,99
352,0.0,0.0,99
353,0.0,0.0,99
354,0.0,0.0,99
355,0.0,0.0,99
356,0.0,0.0,99
357,0.0,0.0,99
358,0.0,0.0,99
359,0.0,0.0,99
360,0.0,0.0,99
361,0.0,0.0,99
362,0.0,0.0,99
363,0.0,0.0,99
364,0.0,0.0,99
0,0.4,0.5,0
1,0.34,0.5,0
2,0.42,0.5,0
3,0.48,0.5,0
4,0.54,0.5,0
5,0.52,0.5,0
6,0.52,0.5,0
7,0.5,0.5,0
8,0.54,0.5,0
9,0.44,0.5,0
10,0.48,0.5,0
11,0.38,0.5,0
12,0.54,0.5,0
13,0.52,0.5,0
14,0.52,0.5,0
15,0.52,0.5,0
16,0.54,0.5,0
17,0.5,0.5,0
18,0.52,0.5,0
19,0.54,0.5,0
20,0.54,0.5,0
21,0.54,0.5,0
22,0.48,0.5,0
23,0.4,0.5,0
24,0.52,0.5,0
25,0.54,0.5,0
26,0.52,0.5,0
27,0.52,0.5,0
28,0.52,0.5,0
29,0.54,0.5,0
30,0.32,0.5,0
31,0.32,0.5,0
32,0.0,0.5,0
33,0.0,0.5,0
34,0.0,0.5,0
35,0.0,0.5,0
36,0.0,0.5,0
37,0.0,0.5,0
38,0.0,0.5,0
39,0.0,0.5,0
40,0.0,0.5,0
41,0.0,0.5,0
42,0.0,0.5,0
43,0.0,0.5,0
44,0.0,0.5,0
45,0.0,0.5,0
46,0.0,0.5,0
47,0.0,0.5,0
48,0.0,0.5,0
49,0.0,0.5,0
50,0.0,0.5,0
51,0.0,0.5,0
52,0.0,0.5,0
53,0.0,0.5,0
54,0.0,0.5,0
55,0.0,0.5,0
56,0.0,0.5,0
57,0.0,0.5,0
58,0.0,0.5,0
59,0.0,0.5,0
60,0.0,0.5,0
61,0.0,0.5,0
62,0.0,0.5,0
63,0.0,0.5,0
64,0.0,0.5,0
65,0.0,0.5,0
66,0.0,0.5,0
67,0.0,0.5,0
68,0.0,0.5,0
69,0.0,0.5,0
70,0.0,0.5,0
71,0.0,0.5,0
72,0.0,0.5,0
73,0.0,0.5,0
74,0.0,0.5,0
75,0.0,0.5,0
76,0.0,0.5,0
77,0.0,0.5,0
78,0.0,0.5,0
79,0.0,0.5,0
80,0.0,0.5,0
81,0.0,0.5,0
82,0.0,0.5,0
83,0.0,0.5,0
84,0.0,0.5,0
85,0.0,0.5,0
86,0.0,0.5,0
87,0.0,0.5,0
88,0.0,0.5,0
89,0.0,0.5,0
90,0.0,0.5,0
91,0.0,0.5,0
92,0.0,0.5,0
93,0.0,0.5,0
94,0.0,0.5,0
95,0.0,0.5,0
96,0.0,0.5,0
97,0.0,0.5,0
98,0.0,0.5,0
99,0.0,0.5,0
100,0.0,0.5,0
101,0.0,0.5,0
102,0.0,0.5,0
103,0.0,0.5,0
104,0.0,0.5,0
105,0.0,0.5,0
106,0.0,0.5,0
107,0.0,0.5,0
108,0.0,0.5,0
109,0.0,0.5,0
110,0.0,0.5,0
111,0.0,0.5,0
112,0.0,0.5,0
113,0.0,0.5,0
114,0.0,0.5,0
115,0.0,0.5,0
116,0.0,0.5,0
117,0.0,0.5,0
118,0.0,0.5,0
119,0.0,0.5,0
120,0.0,0.5,0
121,0.0,0.5,0
122,0.0,0.5,0
123,0.0,0.5,0
124,0.0,0.5,0
125,0.0,0.5,0
126,0.0,0.5,0
127,0.0,0.5,0
128,0.0,0.5,0
129,0.0,0.5,0
130,0.0,0.5,0
131,0.0,0.5,0
132,0.0,0.5,0
133,0.0,0.5,0
134,0.0,0.5,0
135,0.0,0.5,0
136,0.0,0.5,0
137,0.0,0.5,0
138,0.0,0.5,0
139,0.0,0.5,0
140,0.0,0.5,0
141,0.0,0.5,0
142,0.0,0.5,0
143,0.0,0.5,0
144,0.0,0.5,0
145,0.0,0.5,0
146,0.0,0.5,0
147,0.0,0.5,0
148,0.0,0.5,0
149,0.0,0.5,0
150,0.0,0.5,0
151,0.0,0.5,0
152,0.0,0.5,0
153,0.0,0.5,0
154,0.0,0.5,0
155,0.0,0.5,0
156,0.0,0.5,0
157,0.0,0.5,0
158,0.0,0.5,0
159,0.0,0.5,0
160,0.0,0.5,0
161,0.0,0.5,0
162,0.0,0.5,0
163,0.0,0.5,0
164,0.0,0.5,0
165,0.0,0.5,0
166,0.0,0.5,0
167,0.0,0.5,0
168,0.0,0.5,0
169,0.0,0.5,0
170,0.0,0.5,0
171,0.0,0.5,0
172,0.0,0.5,0
173,0.0,0.5,0
174,0.0,0.5,0
175,0.0,0.5,0
176,0.0,0.5,0
177,0.0,0.5,0
178,0.0,0.5,0
179,0.0,0.5,0
180,0.0,0.5,0
181,0.0,0.5,0
182,0.0,0.5,0
183,0.0,0.5,0
184,0.0,0.5,0
185,0.0,0.5,0
186,0.0,0.5,0
187,0.0,0.5,0
188,0.0,0.5,0
189,0.0,0.5,0
190,0.0,0.5,0
191,0.0,0.5,0
192,0.0,0.5,0
